,ACC,Balanced_ACC,Precision,Recall,AUROC,AUPRC,MCC
simulated_seed3_freq050_size150_noise80_dataset,0.8666666666666667,0.8666666666666667,0.8235294117647058,0.9333333333333333,0.9466666666666667,0.9566876750700279,0.7399400733959437
simulated_seed7_freq010_size100_noise5_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq010_size100_noise25_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq010_size100_noise50_dataset,0.75,0.75,0.6923076923076923,0.9,0.8400000000000001,0.8124531024531023,0.5241424183609591
simulated_seed7_freq010_size100_noise60_dataset,0.9,0.9,0.9,0.9,0.98,0.9809090909090908,0.8
simulated_seed7_freq010_size100_noise70_dataset,0.85,0.85,0.7692307692307693,1.0,0.94,0.9433119658119659,0.7337993857053428
simulated_seed7_freq010_size100_noise80_dataset,0.85,0.8500000000000001,0.8888888888888888,0.8,0.96,0.9669230769230769,0.7035264706814485
simulated_seed7_freq025_size100_noise5_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq025_size100_noise25_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size100_noise50_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq025_size100_noise60_dataset,0.9,0.9,0.9,0.9,0.99,0.9909090909090909,0.8
simulated_seed7_freq025_size100_noise70_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq025_size100_noise80_dataset,0.95,0.95,1.0,0.9,0.99,0.9909090909090909,0.9045340337332909
simulated_seed7_freq050_size100_noise5_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq050_size100_noise25_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq050_size100_noise50_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq050_size100_noise60_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq050_size100_noise70_dataset,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
simulated_seed7_freq050_size100_noise80_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq010_size150_noise5_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq010_size150_noise25_dataset,0.9666666666666667,0.9666666666666667,0.9375,1.0,1.0,1.0,0.9354143466934853
simulated_seed7_freq010_size150_noise50_dataset,0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,1.0,1.0,0.9354143466934853
simulated_seed7_freq010_size150_noise60_dataset,0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,1.0,1.0,0.9354143466934853
simulated_seed7_freq010_size150_noise70_dataset,0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,1.0,1.0,0.9354143466934853
simulated_seed7_freq010_size150_noise80_dataset,0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,1.0,1.0,0.9354143466934853
simulated_seed7_freq025_size150_noise5_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size150_noise25_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size150_noise50_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size150_noise60_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size150_noise70_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq025_size150_noise80_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq050_size150_noise5_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq050_size150_noise25_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq050_size150_noise50_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq050_size150_noise60_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
simulated_seed7_freq050_size150_noise70_dataset,0.9666666666666667,0.9666666666666667,1.0,0.9333333333333333,1.0,1.0,0.9354143466934853
simulated_seed7_freq050_size150_noise80_dataset,1.0,1.0,1.0,1.0,1.0,1.0,1.0
