dataset_name,fold,fit_time,score_time,accuracy,balanced_accuracy,precision,recall,roc_auc,average_precision,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,seed,freq,size,noise
simulated_seed5_freq025_size200_noise25_dataset,4,290.6103525161743,0.07416749000549316,1.0,1.0,1.0,1.0,1.0,1.0,500,2,1,0.8,,5,25,200,25
simulated_seed5_freq025_size200_noise50_dataset,0,288.02005767822266,0.08560323715209961,0.84375,0.84375,1.0,0.6875,1.0,1.0,500,2,1,,10.0,5,25,200,50
simulated_seed5_freq025_size200_noise50_dataset,1,284.7479157447815,0.17264723777770996,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,,,5,25,200,50
simulated_seed5_freq025_size200_noise50_dataset,2,286.56890416145325,0.11234521865844727,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,25,200,50
simulated_seed5_freq025_size200_noise50_dataset,3,287.2385232448578,0.13175201416015625,0.84375,0.84375,1.0,0.6875,1.0,1.0,500,5,10,0.8,20.0,5,25,200,50
simulated_seed5_freq025_size200_noise50_dataset,4,288.1993978023529,0.04811549186706543,0.9375,0.9375,0.8888888888888888,1.0,0.9921875,0.9930555555555556,200,5,5,0.8,10.0,5,25,200,50
simulated_seed5_freq025_size200_noise60_dataset,0,285.3955101966858,0.15383362770080566,0.9375,0.9375,1.0,0.875,1.0,1.0,100,5,1,0.8,10.0,5,25,200,60
simulated_seed5_freq025_size200_noise60_dataset,1,291.5428502559662,0.07310938835144043,1.0,1.0,1.0,1.0,1.0,1.0,500,10,1,0.8,20.0,5,25,200,60
simulated_seed5_freq025_size200_noise60_dataset,2,291.0274682044983,0.10672521591186523,1.0,1.0,1.0,1.0,1.0,1.0,500,2,1,,10.0,5,25,200,60
simulated_seed5_freq025_size200_noise60_dataset,3,289.85138034820557,0.10680437088012695,0.90625,0.90625,1.0,0.8125,1.0,1.0,200,2,1,,10.0,5,25,200,60
simulated_seed5_freq025_size200_noise60_dataset,4,290.731960773468,0.07995343208312988,0.875,0.875,1.0,0.75,0.986328125,0.984046743697479,200,2,1,,20.0,5,25,200,60
simulated_seed5_freq025_size200_noise70_dataset,0,288.7113256454468,0.10316610336303711,0.875,0.875,0.875,0.875,0.95703125,0.9649943673121423,100,5,1,0.8,10.0,5,25,200,70
simulated_seed5_freq025_size200_noise70_dataset,1,291.397794008255,0.06793713569641113,0.96875,0.96875,0.9411764705882353,1.0,0.9921875,0.9924172794117647,200,2,1,,10.0,5,25,200,70
simulated_seed5_freq025_size200_noise70_dataset,2,291.4528696537018,0.04510188102722168,0.96875,0.96875,0.9411764705882353,1.0,1.0,1.0,100,5,1,0.8,10.0,5,25,200,70
simulated_seed5_freq025_size200_noise70_dataset,3,291.03201055526733,0.21265125274658203,0.71875,0.71875,0.7333333333333333,0.6875,0.828125,0.8841346153846155,500,2,1,,10.0,5,25,200,70
simulated_seed5_freq025_size200_noise70_dataset,4,288.063458442688,0.09402179718017578,0.9375,0.9375,0.9375,0.9375,0.953125,0.9732142857142857,100,5,1,0.8,10.0,5,25,200,70
simulated_seed5_freq025_size200_noise80_dataset,0,288.93780732154846,0.06769967079162598,0.84375,0.84375,0.7619047619047619,1.0,0.91796875,0.9304315476190477,200,5,1,0.8,,5,25,200,80
simulated_seed5_freq025_size200_noise80_dataset,1,286.4720938205719,0.13576292991638184,0.875,0.875,0.9285714285714286,0.8125,0.96875,0.9693700396825397,200,5,1,0.8,,5,25,200,80
simulated_seed5_freq025_size200_noise80_dataset,2,288.43162083625793,0.11904096603393555,0.96875,0.96875,1.0,0.9375,1.0,1.0,200,5,1,0.8,,5,25,200,80
simulated_seed5_freq025_size200_noise80_dataset,3,288.71642661094666,0.07181501388549805,0.96875,0.96875,1.0,0.9375,0.9921875,0.9930555555555556,100,5,1,0.8,10.0,5,25,200,80
simulated_seed5_freq025_size200_noise80_dataset,4,289.0346028804779,0.04794144630432129,0.96875,0.96875,1.0,0.9375,1.0,1.0,200,2,1,,20.0,5,25,200,80
simulated_seed5_freq050_size200_noise5_dataset,0,286.66790676116943,0.20043349266052246,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,5
simulated_seed5_freq050_size200_noise5_dataset,1,285.54136633872986,0.11065506935119629,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,5
simulated_seed5_freq050_size200_noise5_dataset,2,283.5907928943634,0.19968247413635254,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,5
simulated_seed5_freq050_size200_noise5_dataset,3,286.8902199268341,0.08407282829284668,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,5
simulated_seed5_freq050_size200_noise5_dataset,4,287.1617479324341,0.07063484191894531,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,5
simulated_seed5_freq050_size200_noise25_dataset,0,288.83689546585083,0.0818929672241211,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,25
simulated_seed5_freq050_size200_noise25_dataset,1,287.896639585495,0.17481613159179688,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,25
simulated_seed5_freq050_size200_noise25_dataset,2,286.78663325309753,0.14993071556091309,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,25
simulated_seed5_freq050_size200_noise25_dataset,3,289.097797870636,0.07350301742553711,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,25
simulated_seed5_freq050_size200_noise25_dataset,4,285.74324917793274,0.22684645652770996,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,25
simulated_seed5_freq050_size200_noise50_dataset,0,285.7306833267212,0.20462250709533691,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,50
simulated_seed5_freq050_size200_noise50_dataset,1,286.67592883110046,0.07429337501525879,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,50
simulated_seed5_freq050_size200_noise50_dataset,2,286.26789712905884,0.05831551551818848,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,50
simulated_seed5_freq050_size200_noise50_dataset,3,286.03637862205505,0.11249995231628418,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,50
simulated_seed5_freq050_size200_noise50_dataset,4,281.2135627269745,0.11036419868469238,0.875,0.875,1.0,0.75,1.0,1.0,200,2,1,,20.0,5,50,200,50
simulated_seed5_freq050_size200_noise60_dataset,0,287.8638348579407,0.17050814628601074,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,60
simulated_seed5_freq050_size200_noise60_dataset,1,287.9466426372528,0.16658830642700195,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,,,5,50,200,60
simulated_seed5_freq050_size200_noise60_dataset,2,288.45601534843445,0.06044435501098633,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,60
simulated_seed5_freq050_size200_noise60_dataset,3,288.5660789012909,0.08089280128479004,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,5,50,200,60
simulated_seed5_freq050_size200_noise60_dataset,4,288.16192722320557,0.062286376953125,1.0,1.0,1.0,1.0,1.0,1.0,100,2,5,0.8,20.0,5,50,200,60
simulated_seed5_freq050_size200_noise70_dataset,0,288.0878014564514,0.15400218963623047,1.0,1.0,1.0,1.0,1.0,1.0,200,5,5,0.8,10.0,5,50,200,70
simulated_seed5_freq050_size200_noise70_dataset,1,290.2074177265167,0.134904146194458,1.0,1.0,1.0,1.0,1.0,1.0,500,10,1,0.8,20.0,5,50,200,70
simulated_seed5_freq050_size200_noise70_dataset,2,290.9002728462219,0.07230210304260254,1.0,1.0,1.0,1.0,1.0,1.0,500,2,1,0.8,,5,50,200,70
simulated_seed5_freq050_size200_noise70_dataset,3,289.79271149635315,0.1027839183807373,1.0,1.0,1.0,1.0,1.0,1.0,200,2,10,0.8,10.0,5,50,200,70
simulated_seed5_freq050_size200_noise70_dataset,4,290.7561848163605,0.09110689163208008,0.96875,0.96875,0.9411764705882353,1.0,1.0,1.0,500,2,1,,10.0,5,50,200,70
simulated_seed5_freq050_size200_noise80_dataset,0,286.9798903465271,0.04638266563415527,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,80
simulated_seed5_freq050_size200_noise80_dataset,1,286.2808585166931,0.061238765716552734,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,0.8,,5,50,200,80
simulated_seed5_freq050_size200_noise80_dataset,2,285.02313113212585,0.17109251022338867,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,80
simulated_seed5_freq050_size200_noise80_dataset,3,286.61537194252014,0.1266186237335205,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,80
simulated_seed5_freq050_size200_noise80_dataset,4,285.26161885261536,0.15707755088806152,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,5,50,200,80
simulated_seed7_freq010_size200_noise5_dataset,0,287.748548746109,0.055719614028930664,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,10,200,5
simulated_seed7_freq010_size200_noise5_dataset,1,287.8748641014099,0.05704164505004883,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,10,200,5
simulated_seed7_freq010_size200_noise5_dataset,2,287.0783233642578,0.08494043350219727,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,10,200,5
simulated_seed7_freq010_size200_noise5_dataset,3,286.8532955646515,0.2064511775970459,1.0,1.0,1.0,1.0,1.0,1.0,500,2,1,0.8,,7,10,200,5
simulated_seed7_freq010_size200_noise5_dataset,4,285.7369239330292,0.3308839797973633,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,10,200,5
simulated_seed7_freq010_size200_noise25_dataset,0,283.6556477546692,0.15710163116455078,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,10,200,25
simulated_seed7_freq010_size200_noise25_dataset,1,285.4875535964966,0.07238388061523438,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,10,200,25
simulated_seed7_freq010_size200_noise25_dataset,2,283.1046929359436,0.19936871528625488,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,0.8,,7,10,200,25
simulated_seed7_freq010_size200_noise25_dataset,3,284.37201261520386,0.0754249095916748,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,10,200,25
simulated_seed7_freq010_size200_noise25_dataset,4,279.6442427635193,0.14975237846374512,0.96875,0.96875,1.0,0.9375,1.0,1.0,100,2,5,0.8,20.0,7,10,200,25
simulated_seed7_freq010_size200_noise50_dataset,0,287.69594717025757,0.06319355964660645,0.96875,0.96875,1.0,0.9375,1.0,1.0,200,5,1,0.8,,7,10,200,50
simulated_seed7_freq010_size200_noise50_dataset,1,286.9715847969055,0.1681506633758545,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,10.0,7,10,200,50
simulated_seed7_freq010_size200_noise50_dataset,2,286.41892313957214,0.0817422866821289,0.9375,0.9375,0.8888888888888888,1.0,0.99609375,0.9963235294117647,100,5,1,0.8,10.0,7,10,200,50
simulated_seed7_freq010_size200_noise50_dataset,3,288.259473323822,0.07147097587585449,1.0,1.0,1.0,1.0,1.0,1.0,500,10,1,0.8,20.0,7,10,200,50
simulated_seed7_freq010_size200_noise50_dataset,4,287.8733115196228,0.08258891105651855,1.0,1.0,1.0,1.0,1.0,1.0,500,10,1,0.8,20.0,7,10,200,50
simulated_seed7_freq010_size200_noise60_dataset,0,289.6516182422638,0.09634757041931152,0.9375,0.9375,0.9375,0.9375,0.98828125,0.9891493055555556,500,2,1,,10.0,7,10,200,60
simulated_seed7_freq010_size200_noise60_dataset,1,286.547137260437,0.14832305908203125,0.90625,0.90625,0.8823529411764706,0.9375,0.97265625,0.9749661377708978,100,10,10,0.8,,7,10,200,60
simulated_seed7_freq010_size200_noise60_dataset,2,290.0102119445801,0.0739140510559082,0.96875,0.96875,1.0,0.9375,1.0,1.0,500,2,1,,10.0,7,10,200,60
simulated_seed7_freq010_size200_noise60_dataset,3,289.32418632507324,0.3155174255371094,0.90625,0.90625,0.8421052631578947,1.0,0.9921875,0.9924172794117647,500,10,1,0.8,20.0,7,10,200,60
simulated_seed7_freq010_size200_noise60_dataset,4,289.2872471809387,0.21230411529541016,0.8125,0.8125,0.7272727272727273,1.0,0.9921875,0.9930555555555556,500,10,1,0.8,20.0,7,10,200,60
simulated_seed7_freq010_size200_noise70_dataset,0,290.0104684829712,0.17040681838989258,0.875,0.875,0.8,1.0,0.96484375,0.9692708333333333,500,10,1,0.8,20.0,7,10,200,70
simulated_seed7_freq010_size200_noise70_dataset,1,286.3337254524231,0.16825580596923828,0.875,0.875,0.8333333333333334,0.9375,0.921875,0.9181846992339445,200,2,10,0.8,10.0,7,10,200,70
simulated_seed7_freq010_size200_noise70_dataset,2,290.8246228694916,0.11872267723083496,0.9375,0.9375,1.0,0.875,1.0,1.0,500,10,1,0.8,20.0,7,10,200,70
simulated_seed7_freq010_size200_noise70_dataset,3,291.65152525901794,0.04495549201965332,0.96875,0.96875,0.9411764705882353,1.0,0.9921875,0.9924172794117647,100,5,1,0.8,10.0,7,10,200,70
simulated_seed7_freq010_size200_noise70_dataset,4,291.14534854888916,0.09603333473205566,1.0,1.0,1.0,1.0,1.0,1.0,500,10,1,0.8,20.0,7,10,200,70
simulated_seed7_freq010_size200_noise80_dataset,0,288.47633028030396,0.12302803993225098,0.96875,0.96875,0.9411764705882353,1.0,1.0,1.0,200,2,10,,,7,10,200,80
simulated_seed7_freq010_size200_noise80_dataset,1,290.09108877182007,0.07398462295532227,0.84375,0.84375,0.8666666666666667,0.8125,0.9609375,0.9606282096171803,500,10,1,0.8,20.0,7,10,200,80
simulated_seed7_freq010_size200_noise80_dataset,2,286.24223709106445,0.08296704292297363,0.84375,0.84375,0.8235294117647058,0.875,0.9609375,0.9683712121212122,200,2,10,0.8,10.0,7,10,200,80
simulated_seed7_freq010_size200_noise80_dataset,3,288.6248791217804,0.1608881950378418,0.90625,0.90625,0.9333333333333333,0.875,0.94140625,0.9380783636298342,500,10,1,0.8,20.0,7,10,200,80
simulated_seed7_freq010_size200_noise80_dataset,4,289.1458375453949,0.09362030029296875,0.875,0.875,0.9285714285714286,0.8125,0.91796875,0.9467948717948718,500,10,1,0.8,20.0,7,10,200,80
simulated_seed7_freq025_size200_noise5_dataset,0,286.3141520023346,0.14998650550842285,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,5
simulated_seed7_freq025_size200_noise5_dataset,1,287.877402305603,0.07433080673217773,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,5
simulated_seed7_freq025_size200_noise5_dataset,2,286.86078810691833,0.18288254737854004,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,5
simulated_seed7_freq025_size200_noise5_dataset,3,283.6680896282196,0.2592644691467285,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,5
simulated_seed7_freq025_size200_noise5_dataset,4,287.48322343826294,0.08809041976928711,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,5
simulated_seed7_freq025_size200_noise25_dataset,0,281.0402743816376,0.17500829696655273,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,25
simulated_seed7_freq025_size200_noise25_dataset,1,285.5938172340393,0.07529377937316895,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,25
simulated_seed7_freq025_size200_noise25_dataset,2,285.18751215934753,0.08903932571411133,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,25
simulated_seed7_freq025_size200_noise25_dataset,3,281.3644118309021,0.15969252586364746,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,25
simulated_seed7_freq025_size200_noise25_dataset,4,284.7332260608673,0.13162016868591309,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,25
simulated_seed7_freq025_size200_noise50_dataset,0,288.79621148109436,0.07338881492614746,1.0,1.0,1.0,1.0,1.0,1.0,500,2,1,,10.0,7,25,200,50
simulated_seed7_freq025_size200_noise50_dataset,1,286.8903818130493,0.27083778381347656,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,50
simulated_seed7_freq025_size200_noise50_dataset,2,288.1722295284271,0.09636926651000977,0.9375,0.9375,1.0,0.875,1.0,1.0,500,2,1,0.8,,7,25,200,50
simulated_seed7_freq025_size200_noise50_dataset,3,286.955607175827,0.16813397407531738,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,25,200,50
simulated_seed7_freq025_size200_noise50_dataset,4,285.513710975647,0.22536134719848633,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,,20.0,7,25,200,50
simulated_seed7_freq025_size200_noise60_dataset,0,289.37762427330017,0.09119033813476562,0.9375,0.9375,1.0,0.875,1.0,1.0,500,5,10,0.8,20.0,7,25,200,60
simulated_seed7_freq025_size200_noise60_dataset,1,289.4785439968109,0.03984832763671875,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,,,7,25,200,60
simulated_seed7_freq025_size200_noise60_dataset,2,288.83356976509094,0.06799936294555664,1.0,1.0,1.0,1.0,1.0,1.0,100,2,5,0.8,20.0,7,25,200,60
simulated_seed7_freq025_size200_noise60_dataset,3,283.61709666252136,0.21664190292358398,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,25,200,60
simulated_seed7_freq025_size200_noise60_dataset,4,289.0300438404083,0.14163708686828613,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,25,200,60
simulated_seed7_freq025_size200_noise70_dataset,0,286.366902589798,0.15976309776306152,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,25,200,70
simulated_seed7_freq025_size200_noise70_dataset,1,287.7337098121643,0.038809776306152344,0.9375,0.9375,1.0,0.875,1.0,1.0,100,10,10,,,7,25,200,70
simulated_seed7_freq025_size200_noise70_dataset,2,286.82779836654663,0.04523897171020508,0.9375,0.9375,0.9375,0.9375,0.98828125,0.9882506127450981,100,10,10,0.8,,7,25,200,70
simulated_seed7_freq025_size200_noise70_dataset,3,283.9245934486389,0.07190990447998047,1.0,1.0,1.0,1.0,1.0,1.0,100,5,1,0.8,10.0,7,25,200,70
simulated_seed7_freq025_size200_noise70_dataset,4,286.6672909259796,0.07264447212219238,1.0,1.0,1.0,1.0,1.0,1.0,100,5,1,0.8,10.0,7,25,200,70
simulated_seed7_freq025_size200_noise80_dataset,0,284.49480867385864,0.10622167587280273,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,,,7,25,200,80
simulated_seed7_freq025_size200_noise80_dataset,1,285.20356798171997,0.06800723075866699,1.0,1.0,1.0,1.0,1.0,1.0,100,2,5,0.8,20.0,7,25,200,80
simulated_seed7_freq025_size200_noise80_dataset,2,287.47019147872925,0.03937101364135742,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,,,7,25,200,80
simulated_seed7_freq025_size200_noise80_dataset,3,287.1825804710388,0.06150650978088379,0.90625,0.90625,0.9333333333333333,0.875,0.9921875,0.9926470588235294,200,2,1,,20.0,7,25,200,80
simulated_seed7_freq025_size200_noise80_dataset,4,286.883065700531,0.07537484169006348,0.8125,0.8125,0.7777777777777778,0.875,0.9296875,0.9374023293527938,100,10,10,0.8,,7,25,200,80
simulated_seed7_freq050_size200_noise5_dataset,0,286.18799018859863,0.08904027938842773,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,5
simulated_seed7_freq050_size200_noise5_dataset,1,286.4401524066925,0.07565927505493164,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,5
simulated_seed7_freq050_size200_noise5_dataset,2,283.93684244155884,0.18518328666687012,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,5
simulated_seed7_freq050_size200_noise5_dataset,3,285.00582242012024,0.2638845443725586,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,5
simulated_seed7_freq050_size200_noise5_dataset,4,285.61018538475037,0.1170816421508789,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,5
simulated_seed7_freq050_size200_noise25_dataset,0,284.8197214603424,0.1982724666595459,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,25
simulated_seed7_freq050_size200_noise25_dataset,1,285.57747435569763,0.07313776016235352,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,25
simulated_seed7_freq050_size200_noise25_dataset,2,280.0063443183899,0.1802961826324463,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,25
simulated_seed7_freq050_size200_noise25_dataset,3,284.290244102478,0.17940473556518555,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,25
simulated_seed7_freq050_size200_noise25_dataset,4,285.3584027290344,0.08714795112609863,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,25
simulated_seed7_freq050_size200_noise50_dataset,0,287.68455386161804,0.17227482795715332,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,50
simulated_seed7_freq050_size200_noise50_dataset,1,287.43301796913147,0.14763498306274414,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,50
simulated_seed7_freq050_size200_noise50_dataset,2,288.0170032978058,0.07375788688659668,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,50
simulated_seed7_freq050_size200_noise50_dataset,3,287.664511680603,0.2075200080871582,1.0,1.0,1.0,1.0,1.0,1.0,200,5,5,0.8,10.0,7,50,200,50
simulated_seed7_freq050_size200_noise50_dataset,4,286.102242231369,0.17594075202941895,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,50,200,50
simulated_seed7_freq050_size200_noise60_dataset,0,286.27556443214417,0.15762042999267578,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,60
simulated_seed7_freq050_size200_noise60_dataset,1,286.0869417190552,0.14968299865722656,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,60
simulated_seed7_freq050_size200_noise60_dataset,2,288.66215920448303,0.08167314529418945,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,60
simulated_seed7_freq050_size200_noise60_dataset,3,288.48288655281067,0.10357213020324707,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,60
simulated_seed7_freq050_size200_noise60_dataset,4,287.6328537464142,0.1334695816040039,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,60
simulated_seed7_freq050_size200_noise70_dataset,0,286.7868413925171,0.18555188179016113,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,70
simulated_seed7_freq050_size200_noise70_dataset,1,287.3047432899475,0.07034873962402344,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,70
simulated_seed7_freq050_size200_noise70_dataset,2,285.7488646507263,0.1886599063873291,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,50,200,70
simulated_seed7_freq050_size200_noise70_dataset,3,285.0038788318634,0.07492780685424805,1.0,1.0,1.0,1.0,1.0,1.0,100,2,5,0.8,20.0,7,50,200,70
simulated_seed7_freq050_size200_noise70_dataset,4,287.0296721458435,0.08501458168029785,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,70
simulated_seed7_freq050_size200_noise80_dataset,0,291.40095829963684,0.07712244987487793,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,80
simulated_seed7_freq050_size200_noise80_dataset,1,291.13152551651,0.10543608665466309,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,80
simulated_seed7_freq050_size200_noise80_dataset,2,290.4135298728943,0.09033727645874023,1.0,1.0,1.0,1.0,1.0,1.0,200,2,1,,20.0,7,50,200,80
simulated_seed7_freq050_size200_noise80_dataset,3,289.7413742542267,0.27807140350341797,1.0,1.0,1.0,1.0,1.0,1.0,500,5,10,0.8,20.0,7,50,200,80
simulated_seed7_freq050_size200_noise80_dataset,4,289.39404296875,0.09964919090270996,1.0,1.0,1.0,1.0,1.0,1.0,100,10,10,0.8,,7,50,200,80
simulated_seed5_freq010_size100_noise5_dataset,0,277.0903651714325,0.07736396789550781,0.6875,0.6875,0.7142857142857143,0.625,0.890625,0.9068813131313131,100,2,5,0.8,20.0,5,10,100,5
simulated_seed5_freq010_size100_noise5_dataset,1,280.2784926891327,0.11323261260986328,0.8125,0.8125,0.8571428571428571,0.75,0.90625,0.908531746031746,200,5,1,0.8,,5,10,100,5
simulated_seed5_freq010_size100_noise5_dataset,2,282.1361517906189,0.07132697105407715,0.6875,0.6875,0.8,0.5,0.9140625,0.8956845238095238,500,2,1,,10.0,5,10,100,5
simulated_seed5_freq010_size100_noise5_dataset,3,280.7318069934845,0.12408924102783203,0.875,0.875,1.0,0.75,1.0,1.0,500,5,10,0.8,20.0,5,10,100,5
simulated_seed5_freq010_size100_noise5_dataset,4,281.7381041049957,0.09389734268188477,0.8125,0.8125,0.7777777777777778,0.875,0.859375,0.8106150793650793,500,10,1,0.8,20.0,5,10,100,5
simulated_seed5_freq010_size100_noise25_dataset,0,278.0761420726776,0.12701082229614258,0.75,0.75,0.7,0.875,0.828125,0.8364448051948052,200,2,10,0.8,10.0,5,10,100,25
simulated_seed5_freq010_size100_noise25_dataset,1,283.16160798072815,0.040747880935668945,0.75,0.75,0.8333333333333334,0.625,0.8125,0.8237103174603175,100,5,1,0.8,10.0,5,10,100,25
simulated_seed5_freq010_size100_noise25_dataset,2,282.4653022289276,0.1633603572845459,0.75,0.75,0.8333333333333334,0.625,0.890625,0.899440836940837,500,10,1,0.8,20.0,5,10,100,25
simulated_seed5_freq010_size100_noise25_dataset,3,280.7513768672943,0.10448956489562988,0.9375,0.9375,0.8888888888888888,1.0,0.96875,0.9704861111111112,200,10,5,,,5,10,100,25
simulated_seed5_freq010_size100_noise25_dataset,4,283.024662733078,0.09139108657836914,0.6875,0.6875,0.7142857142857143,0.625,0.875,0.8860479797979799,500,5,10,0.8,20.0,5,10,100,25
simulated_seed5_freq010_size100_noise50_dataset,0,282.49491906166077,0.14687800407409668,0.875,0.875,0.875,0.875,0.890625,0.8338789682539682,500,5,10,,20.0,5,10,100,50
simulated_seed5_freq010_size100_noise50_dataset,1,282.8430368900299,0.08797812461853027,0.5,0.5,0.5,0.5,0.640625,0.6556748806748807,500,5,10,,20.0,5,10,100,50
simulated_seed5_freq010_size100_noise50_dataset,2,282.3543198108673,0.13650918006896973,0.6875,0.6875,0.6363636363636364,0.875,0.859375,0.9007936507936507,500,5,10,0.8,20.0,5,10,100,50
simulated_seed5_freq010_size100_noise50_dataset,3,283.0877134799957,0.07272100448608398,0.6875,0.6875,0.6363636363636364,0.875,0.765625,0.7978375790875791,500,5,10,,20.0,5,10,100,50
